,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_tfidf__binary,param_tfidf__lowercase,param_tfidf__ngram_range,param_tfidf__stop_words,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
204,0.6144065062204996,0.3203527886142586,0.05095513661702474,0.004850540240192747,268.2695795279727,False,True,"(1, 1)",,"{'clf__C': 268.2695795279727, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8815466223916929,0.8327562211211935,0.8393097643097643,0.8512042026075503,0.02162150258190465,1
229,0.3133222262064616,0.058668782389990674,0.03319263458251953,0.00867676856012706,2275.845926074791,False,True,"(1, 1)",english,"{'clf__C': 2275.845926074791, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8873502490240948,0.8173521807171531,0.8473785825300575,0.8506936707571017,0.028672573993750353,2
228,0.4912484486897786,0.0181843253677618,0.024823109308878582,0.00181372335336103,2275.845926074791,False,True,"(1, 1)",,"{'clf__C': 2275.845926074791, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8815466223916929,0.8166337285902503,0.8393097643097643,0.8458300384305693,0.026898654568300987,3
235,0.3874963124593099,0.08991884252249056,0.038134495417277016,0.013923115320577583,2275.845926074791,False,False,"(1, 1)",english,"{'clf__C': 2275.845926074791, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8795454545454546,0.8010506679367672,0.8557118807118808,0.8454360010647007,0.03285882081550645,4
211,0.6859541734059652,0.2622341608968621,0.05059814453125,0.005748067906536212,268.2695795279727,False,False,"(1, 1)",english,"{'clf__C': 268.2695795279727, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8977628016529619,0.7867094861660079,0.8475955204216075,0.844022602746859,0.04540766473988086,5
205,0.2784127394358317,0.12622545621325032,0.03802490234375,0.009251733886159751,268.2695795279727,False,True,"(1, 1)",english,"{'clf__C': 268.2695795279727, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8717115372794886,0.8173492168057385,0.8393097643097643,0.8427901727983306,0.022329358913892414,6
210,0.7568861643473307,0.38901213010760083,0.06067609786987305,0.01580265275657186,268.2695795279727,False,False,"(1, 1)",,"{'clf__C': 268.2695795279727, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8736263736263736,0.8027448397013613,0.8393097643097643,0.8385603258791665,0.02894211701956867,7
234,0.2606232166290283,0.0322400009599905,0.03940272331237793,0.010773761522522117,2275.845926074791,False,False,"(1, 1)",,"{'clf__C': 2275.845926074791, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8570919820919821,0.8027448397013613,0.8473785825300575,0.8357384681078003,0.023664631405384027,8
187,0.31347934405008954,0.01729244745070975,0.03563086191813151,0.009594249271454167,31.622776601683793,False,False,"(1, 1)",english,"{'clf__C': 31.622776601683793, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8721177944862155,0.7508076596819896,0.8317099567099567,0.818211803626054,0.05043601427592669,9
277,0.4893358548482259,0.15459620010695205,0.07108179728190105,0.00451229415251239,163789.3706954068,False,True,"(1, 1)",english,"{'clf__C': 163789.3706954068, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.820204746520536,0.7842683136043919,0.8475955204216075,0.8173561935155117,0.025931569839154536,10
192,0.2795117696126302,0.008898952430094973,0.04698451360066732,0.007370677758089052,268.2695795279727,True,True,"(1, 1)",,"{'clf__C': 268.2695795279727, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7748184019370461,0.8010481635481635,0.8548418972332016,0.8102361542394704,0.033309201226899364,11
300,0.32564711570739746,0.023129143843150547,0.023819684982299805,0.0007375851147725927,1389495.494373136,False,True,"(1, 1)",,"{'clf__C': 1389495.494373136, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7141018306636155,0.8475955204216075,0.809141179821958,0.06760936176049018,12
276,0.22928977012634277,0.0347222493046194,0.03912583986918131,0.011171017839783835,163789.3706954068,False,True,"(1, 1)",,"{'clf__C': 163789.3706954068, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7141018306636155,0.8475955204216075,0.809141179821958,0.06760936176049018,12
252,0.3534544308980306,0.09092683203004585,0.03847916920979818,0.009867724160463857,19306.977288832535,False,True,"(1, 1)",,"{'clf__C': 19306.977288832535, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7141018306636155,0.8475955204216075,0.809141179821958,0.06760936176049018,12
324,0.2216193675994873,0.023783040849492582,0.0479887326558431,0.001267661074852143,11787686.347935867,False,True,"(1, 1)",,"{'clf__C': 11787686.347935867, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7141018306636155,0.8475955204216075,0.809141179821958,0.06760936176049018,12
348,0.20381855964660645,0.015578691753711606,0.05312657356262207,0.005845015045611448,100000000.0,False,True,"(1, 1)",,"{'clf__C': 100000000.0, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7141018306636155,0.8475955204216075,0.809141179821958,0.06760936176049018,12
198,0.3455922603607178,0.08639842260305568,0.023782094319661457,0.0006574507299985399,268.2695795279727,True,False,"(1, 1)",,"{'clf__C': 268.2695795279727, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7479273060866067,0.8154411764705882,0.8557118807118808,0.8063601210896919,0.044468924032489594,17
258,0.28417158126831055,0.055268262658257176,0.026714881261189777,0.004302342792936314,19306.977288832535,False,False,"(1, 1)",,"{'clf__C': 19306.977288832535, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7148228111971411,0.8385046113306983,0.8063512036361633,0.06566753906929142,18
223,0.36186909675598145,0.0803640517797476,0.027329285939534504,0.005622241324606602,2275.845926074791,True,False,"(1, 1)",english,"{'clf__C': 2275.845926074791, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7751223091976517,0.7858257765558833,0.8548418972332016,0.8052633276622455,0.035328618936105054,19
354,0.300751527150472,0.079004635497703,0.031546990076700844,0.010143547660733367,100000000.0,False,False,"(1, 1)",,"{'clf__C': 100000000.0, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7065243786557426,0.8385046113306983,0.8035850594556972,0.06952618395148995,20
282,0.23005302747090658,0.06944566442914307,0.039086500803629555,0.00985944591250272,163789.3706954068,False,False,"(1, 1)",,"{'clf__C': 163789.3706954068, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7065243786557426,0.8385046113306983,0.8035850594556972,0.06952618395148995,20
330,0.44710421562194824,0.007946561223998172,0.059538046518961586,0.007469051382563828,11787686.347935867,False,False,"(1, 1)",,"{'clf__C': 11787686.347935867, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7065243786557426,0.8385046113306983,0.8035850594556972,0.06952618395148995,20
306,0.27146561940511066,0.07054378528823996,0.03766115506490072,0.009174808838558694,1389495.494373136,False,False,"(1, 1)",,"{'clf__C': 1389495.494373136, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8657261883806506,0.7065243786557426,0.8385046113306983,0.8035850594556972,0.06952618395148995,20
217,0.7602876027425131,0.3093879686159235,0.06102506319681803,0.008470005737229528,2275.845926074791,True,True,"(1, 1)",english,"{'clf__C': 2275.845926074791, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7832524653503157,0.7797650417215635,0.84684555640438,0.8032876878254197,0.030832952796730054,24
199,0.2793678442637126,0.026489690067348727,0.04615243275960287,0.0015817477057064324,268.2695795279727,True,False,"(1, 1)",english,"{'clf__C': 268.2695795279727, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7674289891395155,0.7858257765558833,0.8548418972332016,0.8026988876428668,0.037627831310206784,25
349,0.2712376117706299,0.08522866050988426,0.03699882825215658,0.010138196290608064,100000000.0,False,True,"(1, 1)",english,"{'clf__C': 100000000.0, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.820204746520536,0.7398580121703854,0.8475955204216075,0.8025527597041764,0.04572043416219374,26
301,0.20163369178771973,0.02448897673841663,0.03220391273498535,0.008925846592996566,1389495.494373136,False,True,"(1, 1)",english,"{'clf__C': 1389495.494373136, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.820204746520536,0.7398580121703854,0.8475955204216075,0.8025527597041764,0.04572043416219374,26
325,0.230788787206014,0.10162435545185684,0.02913641929626465,0.008847094993232624,11787686.347935867,False,True,"(1, 1)",english,"{'clf__C': 11787686.347935867, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.820204746520536,0.7398580121703854,0.8475955204216075,0.8025527597041764,0.04572043416219374,26
193,0.2670098940531413,0.09347824117148384,0.04947765668233236,0.0016077788225153785,268.2695795279727,True,True,"(1, 1)",english,"{'clf__C': 268.2695795279727, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7832524653503157,0.7713994220545739,0.84684555640438,0.8004991479364231,0.03312718764853329,29
181,0.36729860305786133,0.06030114986812732,0.04914196332295736,0.005031805693757302,31.622776601683793,False,True,"(1, 1)",english,"{'clf__C': 31.622776601683793, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.826669747351734,0.7508076596819896,0.8235058499143006,0.8003277523160081,0.03503980824348196,30
283,0.22078990936279297,0.027423065812925963,0.0386347770690918,0.011501625330843418,163789.3706954068,False,False,"(1, 1)",english,"{'clf__C': 163789.3706954068, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.818113230419789,0.7266700201207243,0.8475955204216075,0.7974595903207069,0.051482513489284426,31
253,0.31480709711710614,0.030210973033539767,0.04107991854349772,0.01758755948365033,19306.977288832535,False,True,"(1, 1)",english,"{'clf__C': 19306.977288832535, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7839153439153439,0.7575033534540576,0.8475955204216075,0.796338072597003,0.03781439565518936,32
180,0.3281511465708415,0.061357411993716755,0.04916954040527344,0.001396665329433932,31.622776601683793,False,True,"(1, 1)",,"{'clf__C': 31.622776601683793, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.826614481409002,0.7224895844461062,0.8393097643097643,0.7961379433882909,0.05233452100440171,33
331,0.5618733565012614,0.2713811580465865,0.03802140553792318,0.01077623532971498,11787686.347935867,False,False,"(1, 1)",english,"{'clf__C': 11787686.347935867, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.818113230419789,0.7190100250626567,0.8475955204216075,0.7949062586346844,0.0549998791438228,34
355,0.24449308713277182,0.06863881061629518,0.02361583709716797,0.0003637865964295778,100000000.0,False,False,"(1, 1)",english,"{'clf__C': 100000000.0, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.818113230419789,0.7190100250626567,0.8475955204216075,0.7949062586346844,0.0549998791438228,34
307,0.25705258051554364,0.03472823877968109,0.035935401916503906,0.010293887321481203,1389495.494373136,False,False,"(1, 1)",english,"{'clf__C': 1389495.494373136, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.818113230419789,0.7190100250626567,0.8475955204216075,0.7949062586346844,0.0549998791438228,34
186,0.35844651858011883,0.0658036534451969,0.043440659840901695,0.007399507759680263,31.622776601683793,False,False,"(1, 1)",,"{'clf__C': 31.622776601683793, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7839153439153439,0.7430639730639731,0.8393097643097643,0.7887630270963605,0.03944141737902548,37
259,0.28652183214823407,0.05956612388224362,0.028386831283569336,0.004266816805023148,19306.977288832535,False,False,"(1, 1)",english,"{'clf__C': 19306.977288832535, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.818113230419789,0.6990449247000765,0.8475955204216075,0.788251225180491,0.06421642775276604,38
